,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
38,88.0,107.0,113.0,85.0,84.0,103.0,108.0,85.0,84.0,107.0,113.0,88.0,84.0,103.0,104.0,83.0,84.0,103.0,104.0,83.0,88.0,107.0,113.0,87.0,86.0,109.0,108.0,89.0,86.0,104.0,108.0,85.0,86.0,104.0,108.0,89.0
39,84.0,103.0,108.0,85.0,84.0,107.0,113.0,88.0,88.0,107.0,118.0,92.0,84.0,103.0,104.0,83.0,88.0,107.0,113.0,87.0,93.0,111.0,109.0,92.0,86.0,104.0,108.0,85.0,86.0,104.0,108.0,89.0,86.0,104.0,112.0,85.0
40,84.0,107.0,113.0,88.0,88.0,107.0,118.0,92.0,88.0,107.0,113.0,88.0,88.0,107.0,113.0,87.0,93.0,111.0,109.0,92.0,88.0,107.0,109.0,87.0,86.0,104.0,108.0,89.0,86.0,104.0,112.0,85.0,86.0,104.0,108.0,89.0
41,88.0,107.0,113.0,92.0,92.0,112.0,122.0,92.0,88.0,112.0,113.0,85.0,84.0,107.0,109.0,92.0,88.0,107.0,113.0,92.0,84.0,103.0,109.0,87.0,82.0,104.0,112.0,89.0,86.0,109.0,112.0,92.0,86.0,109.0,112.0,89.0
42,92.0,112.0,122.0,92.0,88.0,112.0,113.0,85.0,84.0,99.0,108.0,85.0,88.0,107.0,113.0,92.0,84.0,103.0,109.0,87.0,84.0,103.0,109.0,83.0,86.0,109.0,112.0,92.0,86.0,109.0,112.0,89.0,82.0,100.0,104.0,85.0
43,84.0,99.0,108.0,85.0,84.0,103.0,113.0,88.0,88.0,107.0,113.0,85.0,84.0,103.0,109.0,83.0,88.0,103.0,109.0,87.0,88.0,103.0,109.0,83.0,82.0,100.0,104.0,85.0,82.0,100.0,104.0,85.0,90.0,104.0,108.0,85.0
44,88.0,103.0,113.0,92.0,84.0,107.0,113.0,88.0,88.0,112.0,113.0,92.0,84.0,111.0,113.0,92.0,84.0,107.0,118.0,92.0,88.0,111.0,123.0,96.0,90.0,109.0,117.0,92.0,90.0,113.0,112.0,96.0,90.0,113.0,122.0,96.0
45,88.0,103.0,113.0,85.0,88.0,103.0,108.0,85.0,88.0,107.0,113.0,88.0,88.0,111.0,113.0,87.0,88.0,107.0,109.0,83.0,84.0,103.0,109.0,83.0,95.0,113.0,112.0,92.0,86.0,104.0,108.0,85.0,86.0,100.0,108.0,81.0
46,88.0,103.0,118.0,85.0,88.0,99.0,108.0,85.0,84.0,103.0,108.0,85.0,88.0,107.0,109.0,87.0,88.0,103.0,113.0,87.0,88.0,103.0,109.0,87.0,90.0,109.0,108.0,85.0,82.0,96.0,100.0,78.0,70.0,79.0,84.0,66.0
47,88.0,103.0,113.0,85.0,84.0,99.0,104.0,81.0,80.0,95.0,91.0,74.0,84.0,99.0,104.0,79.0,79.0,91.0,93.0,71.0,71.0,79.0,77.0,62.0,70.0,75.0,76.0,63.0,70.0,79.0,80.0,66.0,66.0,75.0,80.0,66.0
48,84.0,99.0,104.0,81.0,80.0,95.0,91.0,74.0,76.0,87.0,96.0,70.0,79.0,91.0,93.0,71.0,71.0,79.0,77.0,62.0,75.0,83.0,85.0,67.0,70.0,79.0,80.0,66.0,66.0,75.0,80.0,66.0,66.0,71.0,80.0,63.0
49,71.0,75.0,79.0,63.0,68.0,79.0,83.0,67.0,71.0,83.0,87.0,70.0,75.0,79.0,81.0,67.0,71.0,79.0,85.0,62.0,79.0,87.0,89.0,71.0,74.0,79.0,80.0,66.0,70.0,75.0,76.0,63.0,70.0,75.0,76.0,63.0
